id,page_id,page_name,ad_snapshot_url,ad_creative_bodies,ad_creative_link_captions,ad_creative_link_descriptions,ad_creative_link_titles,languages,ad_delivery_start_time,ad_delivery_stop_time,demographic_distribution,delivery_by_region,bylines
382091299885427,6521822915,Despierta America,https://www.facebook.com/ads/archive/render_ad/?id=382091299885427&access_token=EAARbSfSa27ABOZCZCAvwed3aJq1f5kHBbmzJDPZCG669Yy0QhRIXOfY1byVTWZAItjMC5xhNX68us994kIuK7qyHGgOd8eOF8q1mCe65VzObE7fY0XD5JiJxcAfoXcAzb4TCvuQNPZA5V8P1gaPanlKdFcW9yXJU4n0ro6DbykOlOfrPMG84nBSdSgCBky7ZCr4KK5UzBa,['Chris Christie reprochó el proceder del equipo legal de President Donald J. Trump.'],['univision.com'],"['Chris Christie reprochó el proceder del equipo legal de Donald Trump, que no cesa en sumarse derrotas en su intento por revertir el resultado de las elecciones. Mientras tanto, Joe Biden sigue alistando a su equipo de trabajo.']",['“Una vergüenza nacional”: republicanos intensifican sus críticas contra el equipo legal de Trump'],['es'],2020-11-24,2020-11-25,"[{'percentage': '0.00558', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.001116', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.017857', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.015625', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.073661', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.236607', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.131696', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.100446', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.002232', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.168527', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.207589', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.002232', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.03683', 'age': '35-44', 'gender': 'female'}]","[{'percentage': '0.004464', 'region': 'Alabama'}, {'percentage': '0.008929', 'region': 'Pennsylvania'}, {'percentage': '0.018973', 'region': 'Nevada'}, {'percentage': '0.024554', 'region': 'New Jersey'}, {'percentage': '0.007813', 'region': 'New Mexico'}, {'percentage': '0.049107', 'region': 'New York'}, {'percentage': '0.020089', 'region': 'North Carolina'}, {'percentage': '0.006696', 'region': 'Ohio'}, {'percentage': '0.006696', 'region': 'Oklahoma'}, {'percentage': '0.011161', 'region': 'Oregon'}, {'percentage': '0.002232', 'region': 'Rhode Island'}, {'percentage': '0.001116', 'region': 'Montana'}, {'percentage': '0.002232', 'region': 'South Carolina'}, {'percentage': '0.011161', 'region': 'Tennessee'}, {'percentage': '0.194196', 'region': 'Texas'}, {'percentage': '0.014509', 'region': 'Utah'}, {'percentage': '0.02567', 'region': 'Virginia'}, {'percentage': '0.023438', 'region': 'Washington'}, {'percentage': '0.001116', 'region': 'West Virginia'}, {'percentage': '0.003348', 'region': 'Wisconsin'}, {'percentage': '0.007813', 'region': 'Nebraska'}, {'percentage': '0.003348', 'region': 'Missouri'}, {'percentage': '0.001116', 'region': 'Alaska'}, {'percentage': '0.002232', 'region': 'Idaho'}, {'percentage': '0.027902', 'region': 'Arizona'}, {'percentage': '0.006696', 'region': 'Arkansas'}, {'percentage': '0.167411', 'region': 'California'}, {'percentage': '0.018973', 'region': 'Colorado'}, {'percentage': '0.015625', 'region': 'Connecticut'}, {'percentage': '0.006696', 'region': 'Washington, District of Columbia'}, {'percentage': '0.152902', 'region': 'Florida'}, {'percentage': '0.016741', 'region': 'Georgia'}, {'percentage': '0.03683', 'region': 'Illinois'}, {'percentage': '0.002232', 'region': 'Mississippi'}, {'percentage': '0.008929', 'region': 'Indiana'}, {'percentage': '0.00558', 'region': 'Iowa'}, {'percentage': '0.00558', 'region': 'Kansas'}, {'percentage': '0.012277', 'region': 'Kentucky'}, {'percentage': '0.011161', 'region': 'Louisiana'}, {'percentage': '0.013393', 'region': 'Maryland'}, {'percentage': '0.018973', 'region': 'Massachusetts'}, {'percentage': '0.006696', 'region': 'Michigan'}, {'percentage': '0.011161', 'region': 'Minnesota'}, {'percentage': '0.002232', 'region': 'Wyoming'}]",
3417414681639655,153080620724,Donald J. Trump,https://www.facebook.com/ads/archive/render_ad/?id=3417414681639655&access_token=EAARbSfSa27ABOZCZCAvwed3aJq1f5kHBbmzJDPZCG669Yy0QhRIXOfY1byVTWZAItjMC5xhNX68us994kIuK7qyHGgOd8eOF8q1mCe65VzObE7fY0XD5JiJxcAfoXcAzb4TCvuQNPZA5V8P1gaPanlKdFcW9yXJU4n0ro6DbykOlOfrPMG84nBSdSgCBky7ZCr4KK5UzBa,['Socialista Joe Biden ha embrazado las políticas extremas de la izquierda.\n\nNo dejes que sus politicas radicales sean implementados en nuestro gran pais.\n\nAprende más sobre sus ideas progresistas.'],['https://www.donaldjtrump.com/'],['Aprende más>>>'],['La Izquierda quiere una revolución Socialista'],['es'],2020-10-21,2020-10-30,"[{'percentage': '0.0005', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.010384', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.001804', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.00097', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.012187', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.002198', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.064196', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.04734', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.128073', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.001652', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.131529', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.066424', 'age': '65+', 'gender': 'male'}, {'percentage': '0.101152', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.112384', 'age': '65+', 'gender': 'female'}, {'percentage': '0.125481', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.09956', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.094028', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.000136', 'age': '18-24', 'gender': 'unknown'}]","[{'percentage': '1', 'region': 'Florida'}]","DONALD J. TRUMP FOR PRESIDENT, INC."
718261268781676,114003843758623,Trump for Nevada,https://www.facebook.com/ads/archive/render_ad/?id=718261268781676&access_token=EAARbSfSa27ABOZCZCAvwed3aJq1f5kHBbmzJDPZCG669Yy0QhRIXOfY1byVTWZAItjMC5xhNX68us994kIuK7qyHGgOd8eOF8q1mCe65VzObE7fY0XD5JiJxcAfoXcAzb4TCvuQNPZA5V8P1gaPanlKdFcW9yXJU4n0ro6DbykOlOfrPMG84nBSdSgCBky7ZCr4KK5UzBa,['Socialista Joe Biden ha embrazado las políticas extremas de la izquierda.\n\nNo dejes que sus politicas radicales sean implementados en nuestro gran pais.\n\nAprende más sobre sus ideas progresistas.'],['https://www.donaldjtrump.com/'],['Aprende más>>>'],['La Izquierda quiere una revolución Socialista'],['es'],2020-10-21,2020-10-30,"[{'percentage': '0.000291', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.049572', 'age': '65+', 'gender': 'female'}, {'percentage': '0.110607', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.103276', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.073835', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.042823', 'age': '65+', 'gender': 'male'}, {'percentage': '0.070518', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.098796', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.10985', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.000698', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.117182', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.129924', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.000756', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.000291', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.000756', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.054983', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.03491', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.000931', 'age': '35-44', 'gender': 'unknown'}]","[{'percentage': '1', 'region': 'Nevada'}]","DONALD J. TRUMP FOR PRESIDENT, INC."
354384519146891,102940748211235,Trump for Pennsylvania,https://www.facebook.com/ads/archive/render_ad/?id=354384519146891&access_token=EAARbSfSa27ABOZCZCAvwed3aJq1f5kHBbmzJDPZCG669Yy0QhRIXOfY1byVTWZAItjMC5xhNX68us994kIuK7qyHGgOd8eOF8q1mCe65VzObE7fY0XD5JiJxcAfoXcAzb4TCvuQNPZA5V8P1gaPanlKdFcW9yXJU4n0ro6DbykOlOfrPMG84nBSdSgCBky7ZCr4KK5UzBa,['Socialista Joe Biden ha embrazado las políticas extremas de la izquierda.\n\nNo dejes que sus politicas radicales sean implementados en nuestro gran pais.\n\nAprende más sobre sus ideas progresistas.'],['https://www.donaldjtrump.com/'],['Aprende más>>>'],['La Izquierda quiere una revolución Socialista'],['es'],2020-10-21,2020-10-26,"[{'percentage': '0.000126', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.071907', 'age': '65+', 'gender': 'male'}, {'percentage': '0.00139', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.000885', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.104764', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.075193', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.016934', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.122078', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.098319', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.000758', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.116643', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.09238', 'age': '65+', 'gender': 'female'}, {'percentage': '0.061923', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.10072', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.119424', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.014659', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.001137', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.000758', 'age': '25-34', 'gender': 'unknown'}]","[{'percentage': '1', 'region': 'Pennsylvania'}]","DONALD J. TRUMP FOR PRESIDENT, INC."
339001053837621,153080620724,Donald J. Trump,https://www.facebook.com/ads/archive/render_ad/?id=339001053837621&access_token=EAARbSfSa27ABOZCZCAvwed3aJq1f5kHBbmzJDPZCG669Yy0QhRIXOfY1byVTWZAItjMC5xhNX68us994kIuK7qyHGgOd8eOF8q1mCe65VzObE7fY0XD5JiJxcAfoXcAzb4TCvuQNPZA5V8P1gaPanlKdFcW9yXJU4n0ro6DbykOlOfrPMG84nBSdSgCBky7ZCr4KK5UzBa,['Socialista Joe Biden ha embrazado las políticas extremas de la izquierda.\n\nNo dejes que sus politicas radicales sean implementados en nuestro gran pais.\n\nAprende más sobre sus ideas progresistas.'],['https://www.donaldjtrump.com/'],['Aprende más>>>'],['La Izquierda quiere una revolución Socialista'],['es'],2020-10-21,2020-10-26,"[{'percentage': '0.000314', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.037252', 'age': '65+', 'gender': 'male'}, {'percentage': '0.0011', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.066489', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.077649', 'age': '65+', 'gender': 'female'}, {'percentage': '0.02342', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.119302', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.132191', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.118045', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.000943', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.133606', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.085822', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.113801', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.073562', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.015404', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.000472', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.000629', 'age': '25-34', 'gender': 'unknown'}]","[{'percentage': '1', 'region': 'Wisconsin'}]","DONALD J. TRUMP FOR PRESIDENT, INC."
376072797078474,112479700577922,Trump For Georgia,https://www.facebook.com/ads/archive/render_ad/?id=376072797078474&access_token=EAARbSfSa27ABOZCZCAvwed3aJq1f5kHBbmzJDPZCG669Yy0QhRIXOfY1byVTWZAItjMC5xhNX68us994kIuK7qyHGgOd8eOF8q1mCe65VzObE7fY0XD5JiJxcAfoXcAzb4TCvuQNPZA5V8P1gaPanlKdFcW9yXJU4n0ro6DbykOlOfrPMG84nBSdSgCBky7ZCr4KK5UzBa,['Socialista Joe Biden ha embrazado las políticas extremas de la izquierda.\n\nNo dejes que sus politicas radicales sean implementados en nuestro gran pais.\n\nAprende más sobre sus ideas progresistas.'],['https://www.donaldjtrump.com/'],['Aprende más>>>'],['La Izquierda quiere una revolución Socialista'],['es'],2020-10-21,2020-10-26,"[{'percentage': '0.001718', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.121756', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.020802', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.050191', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.100573', 'age': '65+', 'gender': 'female'}, {'percentage': '0.120229', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.140458', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.080916', 'age': '65+', 'gender': 'male'}, {'percentage': '0.094084', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.000382', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.120992', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.046565', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.001718', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.001145', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.083015', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.003053', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.012405', 'age': '18-24', 'gender': 'male'}]","[{'percentage': '1', 'region': 'Georgia'}]","DONALD J. TRUMP FOR PRESIDENT, INC."
1458398391020700,153080620724,Donald J. Trump,https://www.facebook.com/ads/archive/render_ad/?id=1458398391020700&access_token=EAARbSfSa27ABOZCZCAvwed3aJq1f5kHBbmzJDPZCG669Yy0QhRIXOfY1byVTWZAItjMC5xhNX68us994kIuK7qyHGgOd8eOF8q1mCe65VzObE7fY0XD5JiJxcAfoXcAzb4TCvuQNPZA5V8P1gaPanlKdFcW9yXJU4n0ro6DbykOlOfrPMG84nBSdSgCBky7ZCr4KK5UzBa,['Socialista Joe Biden ha embrazado las políticas extremas de la izquierda.\n\nNo dejes que sus politicas radicales sean implementados en nuestro gran pais.\n\nAprende más sobre sus ideas progresistas.'],['https://www.donaldjtrump.com/'],['Aprende más>>>'],['La Izquierda quiere una revolución Socialista'],['es'],2020-10-21,2020-10-26,"[{'percentage': '0.00349', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.001745', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.033159', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.052356', 'age': '65+', 'gender': 'female'}, {'percentage': '0.099476', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.104712', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.036649', 'age': '65+', 'gender': 'male'}, {'percentage': '0.08726', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.118674', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.113438', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.129145', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.115183', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.069808', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.034904', 'age': '18-24', 'gender': 'male'}]","[{'percentage': '1', 'region': 'Iowa'}]","DONALD J. TRUMP FOR PRESIDENT, INC."
399933091416618,153080620724,Donald J. Trump,https://www.facebook.com/ads/archive/render_ad/?id=399933091416618&access_token=EAARbSfSa27ABOZCZCAvwed3aJq1f5kHBbmzJDPZCG669Yy0QhRIXOfY1byVTWZAItjMC5xhNX68us994kIuK7qyHGgOd8eOF8q1mCe65VzObE7fY0XD5JiJxcAfoXcAzb4TCvuQNPZA5V8P1gaPanlKdFcW9yXJU4n0ro6DbykOlOfrPMG84nBSdSgCBky7ZCr4KK5UzBa,['Socialista Joe Biden ha embrazado las políticas extremas de la izquierda.\n\nNo dejes que sus politicas radicales sean implementados en nuestro gran pais.\n\nAprende más sobre sus ideas progresistas.'],['https://www.donaldjtrump.com/'],['Aprende más>>>'],['La Izquierda quiere una revolución Socialista'],['es'],2020-10-21,2020-10-30,"[{'percentage': '0.000775', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.019802', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.096296', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.024401', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.04304', 'age': '65+', 'gender': 'male'}, {'percentage': '0.156814', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.124328', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.118519', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.114887', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.000436', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.077754', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.076495', 'age': '65+', 'gender': 'female'}, {'percentage': '0.068942', 'age': '25-34', 'gender': 'male'}, {'percentage': '4.8E-5', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.000581', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.000436', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.000581', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.075865', 'age': '25-34', 'gender': 'female'}]","[{'percentage': '1', 'region': 'Arizona'}]","DONALD J. TRUMP FOR PRESIDENT, INC."
2772711626384333,612701059241880,Latinos For Trump,https://www.facebook.com/ads/archive/render_ad/?id=2772711626384333&access_token=EAARbSfSa27ABOZCZCAvwed3aJq1f5kHBbmzJDPZCG669Yy0QhRIXOfY1byVTWZAItjMC5xhNX68us994kIuK7qyHGgOd8eOF8q1mCe65VzObE7fY0XD5JiJxcAfoXcAzb4TCvuQNPZA5V8P1gaPanlKdFcW9yXJU4n0ro6DbykOlOfrPMG84nBSdSgCBky7ZCr4KK5UzBa,['Socialista Joe Biden ha embrazado las políticas extremas de la izquierda.\n\nNo dejes que sus politicas radicales sean implementados en nuestro gran pais.\n\nAprende más sobre sus ideas progresistas.'],['https://www.donaldjtrump.com/'],['Aprende más>>>'],['La Izquierda quiere una revolución Socialista'],['es'],2020-10-21,2020-10-26,"[{'percentage': '0.000439', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.11633', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.001024', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.027948', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.070676', 'age': '65+', 'gender': 'female'}, {'percentage': '0.114574', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.140328', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.072139', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.100819', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.001756', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.000439', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.136377', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.072432', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.082968', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.048288', 'age': '65+', 'gender': 'male'}, {'percentage': '0.012438', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.000878', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.000146', 'age': '18-24', 'gender': 'unknown'}]","[{'percentage': '1', 'region': 'Pennsylvania'}]","DONALD J. TRUMP FOR PRESIDENT, INC."
829101134573923,114904113668632,Trump For Florida,https://www.facebook.com/ads/archive/render_ad/?id=829101134573923&access_token=EAARbSfSa27ABOZCZCAvwed3aJq1f5kHBbmzJDPZCG669Yy0QhRIXOfY1byVTWZAItjMC5xhNX68us994kIuK7qyHGgOd8eOF8q1mCe65VzObE7fY0XD5JiJxcAfoXcAzb4TCvuQNPZA5V8P1gaPanlKdFcW9yXJU4n0ro6DbykOlOfrPMG84nBSdSgCBky7ZCr4KK5UzBa,['Socialista Joe Biden ha embrazado las políticas extremas de la izquierda.\n\nNo dejes que sus politicas radicales sean implementados en nuestro gran pais.\n\nAprende más sobre sus ideas progresistas.'],['https://www.donaldjtrump.com/'],['Aprende más>>>'],['La Izquierda quiere una revolución Socialista'],['es'],2020-10-21,2020-10-30,"[{'percentage': '0.000364', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.043928', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.001699', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.001294', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.01351', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.094347', 'age': '65+', 'gender': 'male'}, {'percentage': '0.104662', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.087875', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.125088', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.002447', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.128223', 'age': '65+', 'gender': 'female'}, {'percentage': '0.129963', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.12256', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.06215', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.00178', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.011083', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.068824', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.000202', 'age': '18-24', 'gender': 'unknown'}]","[{'percentage': '1', 'region': 'Florida'}]","DONALD J. TRUMP FOR PRESIDENT, INC."
